age,monthly_income,monthly_expenses,existing_savings,employment_status,num_dependents,location_type,digital_savviness,has_bank_account,has_ewallet,savings_goal,risk_tolerance,investment_horizon,recommended_product
20,12989.29,11107.65,0.0,Employed,1,Rural,2,0,0,General Savings,Conservative,Short-term,gcash_gsave
34,40110.11,35863.66,29877.2,Freelancer,2,Rural,4,0,1,General Savings,Moderate,Short-term,gcash_gsave
19,7565.23,6367.75,19811.11,Student,0,Metro Manila,3,1,1,Travel,Conservative,Short-term,maya_savings
30,20760.25,17870.99,593.9,Employed,0,Rural,4,0,0,Home/Property,Moderate,Long-term,maya_personal_goals
34,38299.13,31060.51,11089.08,Freelancer,3,Urban,4,1,1,Travel,Moderate,Short-term,maya_personal_goals
56,7798.21,6107.33,11818.1,Unemployed,0,Metro Manila,1,1,0,Retirement,Moderate,Medium-term,bpi_time_deposit
37,5890.31,5772.5,2925.49,Unemployed,5,Urban,2,1,1,Travel,Moderate,Short-term,maya_savings
30,32777.91,26743.61,49097.67,Self-employed,1,Rural,5,1,1,Business Capital,Moderate,Short-term,maya_time_deposit
19,4985.77,3757.95,11403.06,Student,0,Urban,2,0,1,Travel,Conservative,Short-term,maya_savings
34,42243.97,37472.02,0.0,Employed,2,Urban,3,1,1,Business Capital,Conservative,Medium-term,bpi_save_up
30,37941.35,32360.26,38781.06,Employed,3,Metro Manila,4,1,1,Emergency Fund,Moderate,Short-term,maya_time_deposit
21,9015.09,7070.91,9514.04,Freelancer,0,Rural,3,0,1,Retirement,Conservative,Long-term,gcash_gsave
24,7869.32,6972.28,14920.01,Self-employed,0,Rural,3,0,1,Emergency Fund,Moderate,Medium-term,gcash_gsave
39,1715.06,1583.56,579.34,Unemployed,2,Rural,4,0,1,Retirement,Moderate,Long-term,gcash_ginvest
29,12324.64,11039.1,3892.33,Employed,3,Urban,3,1,1,General Savings,Conservative,Medium-term,maya_savings
33,17430.4,15408.6,12601.96,Employed,2,Urban,1,1,1,General Savings,Moderate,Short-term,bpi_save_up
25,11713.79,10273.41,22536.52,Employed,1,Rural,4,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
47,22716.86,16678.79,79377.53,Freelancer,1,Urban,5,0,1,Business Capital,Conservative,Medium-term,maya_time_deposit
22,5732.79,4412.21,8632.64,Student,0,Rural,5,0,1,General Savings,Aggressive,Medium-term,gcash_gsave
22,2426.14,1803.78,0.0,Student,0,Rural,4,1,0,General Savings,Aggressive,Long-term,gcash_gsave
28,31033.57,28606.11,4590.27,Employed,1,Urban,4,1,1,Education,Aggressive,Long-term,gcash_ginvest
22,4413.79,3708.49,5740.33,Student,0,Urban,5,0,1,Education,Moderate,Short-term,maya_personal_goals
32,41470.58,35010.37,39962.42,Employed,0,Rural,4,0,0,Emergency Fund,Conservative,Short-term,maya_savings
24,14435.9,12029.39,12503.05,Employed,0,Urban,4,0,0,Education,Moderate,Short-term,bpi_save_up
39,31985.71,30735.04,8063.51,Employed,3,Urban,5,1,1,Emergency Fund,Conservative,Medium-term,bpi_save_up
24,9851.81,6748.89,3029.47,Freelancer,0,Rural,4,1,1,General Savings,Conservative,Medium-term,gcash_gsave
24,37534.18,29196.63,16875.68,Self-employed,0,Urban,5,0,1,Travel,Conservative,Medium-term,gcash_gsave
33,33599.58,21457.57,4275.73,Freelancer,0,Rural,5,1,0,Emergency Fund,Moderate,Short-term,maya_savings
31,34864.81,24370.76,88820.51,Employed,0,Urban,4,1,1,Business Capital,Conservative,Long-term,gcash_ginvest
56,41677.86,39175.35,38194.2,Employed,3,Rural,4,0,0,Emergency Fund,Moderate,Short-term,bpi_save_up
38,49726.74,35151.57,78788.38,Employed,3,Metro Manila,3,1,1,Business Capital,Moderate,Long-term,gcash_ginvest
33,32106.11,26064.92,33937.05,Employed,0,Metro Manila,4,1,0,Emergency Fund,Conservative,Short-term,bpi_savings
54,52717.08,40530.29,11422.23,Self-employed,1,Rural,1,1,0,Home/Property,Conservative,Medium-term,bpi_save_up
61,27855.05,23046.19,25811.85,Self-employed,1,Rural,4,0,1,Travel,Conservative,Short-term,maya_savings
23,9905.09,6491.7,15604.44,Freelancer,0,Urban,3,1,1,General Savings,Aggressive,Long-term,gcash_ginvest
23,28017.24,22915.84,5514.03,Freelancer,0,Urban,5,0,1,Travel,Conservative,Medium-term,maya_personal_goals
58,4054.52,3347.92,16604.54,Student,1,Rural,1,0,0,Education,Conservative,Medium-term,bpi_save_up
57,27968.97,22723.28,5749.29,Employed,1,Urban,3,0,0,Retirement,Moderate,Medium-term,maya_personal_goals
24,21580.46,15984.29,39668.15,Self-employed,0,Rural,2,0,1,Business Capital,Moderate,Long-term,bpi_save_up
22,12554.8,8853.57,11882.6,Employed,1,Rural,5,0,1,Retirement,Moderate,Medium-term,maya_personal_goals
22,3188.53,2643.06,19360.2,Student,1,Rural,4,0,0,General Savings,Moderate,Medium-term,maya_savings
33,38288.74,32286.22,5919.09,Employed,3,Urban,5,1,1,Home/Property,Moderate,Medium-term,maya_personal_goals
34,18591.69,15947.46,4480.31,Employed,0,Urban,4,1,0,Home/Property,Conservative,Long-term,bpi_save_up
25,3061.21,2308.43,17239.64,Unemployed,2,Rural,5,0,0,Business Capital,Aggressive,Long-term,gcash_ginvest
42,102977.46,79946.46,44088.16,Self-employed,3,Metro Manila,2,0,1,Travel,Conservative,Short-term,bpi_savings
49,23865.28,21379.76,11705.04,Employed,5,Urban,1,1,1,Home/Property,Conservative,Long-term,bpi_save_up
24,30680.51,15901.88,37317.47,Employed,0,Metro Manila,5,1,1,General Savings,Moderate,Medium-term,maya_time_deposit
46,24127.67,23416.94,3375.82,Self-employed,3,Metro Manila,2,1,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
25,7471.09,5679.56,8989.65,Unemployed,0,Urban,5,0,1,Business Capital,Conservative,Long-term,maya_savings
42,63882.84,55854.44,54699.58,Self-employed,3,Urban,2,1,0,Education,Moderate,Long-term,bpi_time_deposit
26,1694.64,1379.76,565.72,Unemployed,1,Rural,3,0,1,General Savings,Moderate,Short-term,gcash_gsave
30,83013.26,76410.86,68390.2,Employed,2,Urban,5,1,1,Business Capital,Moderate,Long-term,gcash_ginvest
23,36756.51,31973.74,28190.98,Self-employed,1,Urban,5,1,1,General Savings,Aggressive,Short-term,gcash_ginvest
41,55630.2,41533.99,61577.37,Freelancer,2,Metro Manila,1,1,0,Education,Conservative,Long-term,bpi_time_deposit
33,38159.71,35369.47,10704.2,Self-employed,2,Urban,3,0,0,Retirement,Aggressive,Long-term,gcash_ginvest
31,44976.92,39456.94,144307.52,Employed,0,Urban,5,0,1,Retirement,Aggressive,Long-term,gcash_ginvest
24,5753.08,4149.34,18313.41,Self-employed,0,Rural,1,0,0,Travel,Aggressive,Long-term,gcash_ginvest
19,2893.26,2507.44,0.0,Student,0,Rural,2,0,0,Travel,Moderate,Short-term,gcash_gsave
26,40275.69,28604.5,111583.99,Self-employed,0,Metro Manila,4,1,1,General Savings,Aggressive,Medium-term,gcash_ginvest
29,17304.4,15549.65,0.0,Freelancer,3,Urban,3,1,1,General Savings,Moderate,Long-term,gcash_gsave
28,29076.19,19565.35,116272.36,Freelancer,0,Urban,4,0,1,Emergency Fund,Moderate,Long-term,maya_personal_goals
39,50800.73,49092.16,5485.42,Self-employed,3,Rural,3,0,1,Education,Moderate,Short-term,bpi_save_up
35,19740.52,15502.25,12045.15,Employed,4,Rural,5,1,1,Education,Moderate,Short-term,maya_personal_goals
22,2554.53,1916.53,1450.8,Student,2,Rural,5,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
29,13446.13,11016.0,26566.2,Freelancer,2,Urban,4,0,0,Retirement,Aggressive,Long-term,bpi_time_deposit
21,377.07,257.14,0.0,Unemployed,0,Rural,4,0,1,Education,Moderate,Long-term,maya_personal_goals
47,72333.43,62390.98,14266.27,Employed,4,Metro Manila,4,1,1,Retirement,Conservative,Long-term,bpi_time_deposit
24,24186.78,16784.63,51937.34,Employed,0,Metro Manila,3,1,1,Emergency Fund,Moderate,Medium-term,bpi_save_up
32,19201.41,17927.46,0.0,Employed,3,Rural,5,1,1,Retirement,Conservative,Medium-term,gcash_gsave
56,13737.49,10061.88,7030.16,Employed,2,Rural,1,1,0,Retirement,Moderate,Long-term,bpi_time_deposit
35,41469.6,39915.69,11545.59,Employed,4,Metro Manila,1,1,1,General Savings,Moderate,Medium-term,bpi_save_up
35,86271.1,68360.62,228835.79,Self-employed,0,Metro Manila,4,0,0,General Savings,Aggressive,Medium-term,gcash_ginvest
21,24510.06,21305.69,27392.82,Employed,0,Metro Manila,4,1,1,Retirement,Moderate,Medium-term,gcash_ginvest
24,19946.22,16988.03,15119.16,Freelancer,1,Metro Manila,4,1,1,Education,Aggressive,Medium-term,maya_personal_goals
30,24917.23,20415.86,0.0,Freelancer,3,Urban,3,0,0,Emergency Fund,Moderate,Long-term,gcash_ginvest
25,836.8,630.24,5038.35,Unemployed,0,Rural,4,1,0,Emergency Fund,Moderate,Medium-term,gcash_gsave
21,17887.99,13298.04,9894.49,Self-employed,2,Rural,5,0,0,General Savings,Conservative,Medium-term,bpi_save_up
26,6853.24,5036.21,5818.62,Self-employed,0,Rural,4,0,0,General Savings,Aggressive,Short-term,gcash_gsave
24,5983.19,4678.78,0.0,Self-employed,0,Rural,2,0,0,Emergency Fund,Conservative,Medium-term,gcash_gsave
22,2278.38,1632.58,0.0,Student,0,Urban,2,1,0,General Savings,Aggressive,Medium-term,maya_savings
28,14595.35,12818.69,12443.56,Self-employed,0,Rural,4,0,1,Home/Property,Moderate,Medium-term,maya_personal_goals
26,12140.88,6808.2,76716.04,Freelancer,0,Rural,4,0,0,General Savings,Moderate,Long-term,gcash_gsave
24,19238.21,12962.07,0.0,Employed,1,Urban,4,1,1,Travel,Conservative,Medium-term,gcash_gsave
26,1599.54,1297.59,5008.19,Unemployed,1,Urban,5,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
52,10327.3,8447.59,7952.09,Unemployed,0,Urban,1,1,1,Retirement,Conservative,Medium-term,bpi_time_deposit
21,3983.24,2829.0,11103.34,Student,1,Rural,4,0,1,Education,Conservative,Medium-term,maya_personal_goals
31,13514.49,12932.68,0.0,Freelancer,3,Rural,4,1,0,General Savings,Moderate,Short-term,maya_savings
28,21649.94,17768.83,38252.47,Employed,2,Urban,5,1,1,General Savings,Conservative,Short-term,gcash_gsave
57,3368.27,2609.28,8574.25,Student,0,Rural,1,0,0,Home/Property,Moderate,Medium-term,maya_personal_goals
33,29972.36,21976.12,15022.13,Employed,0,Metro Manila,3,1,1,Travel,Moderate,Short-term,maya_personal_goals
51,1027.58,629.6,5123.38,Unemployed,2,Rural,2,0,0,Home/Property,Aggressive,Long-term,bpi_time_deposit
45,23827.84,17774.03,11949.52,Employed,3,Urban,3,0,1,Education,Moderate,Medium-term,maya_personal_goals
27,53807.25,43290.39,398527.68,Employed,2,Metro Manila,4,1,1,Business Capital,Moderate,Long-term,gcash_ginvest
20,4477.12,3378.32,7076.86,Student,1,Urban,5,0,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave
20,5943.02,4498.41,6587.22,Student,0,Rural,5,0,1,Home/Property,Aggressive,Long-term,gcash_ginvest
25,30136.9,22942.87,6223.39,Employed,0,Metro Manila,3,1,1,Emergency Fund,Conservative,Short-term,maya_savings
34,12810.96,11113.33,11306.11,Self-employed,3,Rural,4,0,0,Education,Aggressive,Medium-term,bpi_save_up
47,4242.86,3243.82,7823.92,Unemployed,3,Metro Manila,2,1,1,Home/Property,Moderate,Long-term,bpi_time_deposit
34,13196.42,11626.94,5554.59,Self-employed,2,Rural,5,0,1,Home/Property,Moderate,Long-term,maya_personal_goals
36,13514.41,11717.06,2691.79,Self-employed,5,Rural,2,0,0,Emergency Fund,Moderate,Medium-term,maya_savings
38,40937.41,33756.33,11908.94,Employed,5,Urban,5,1,0,Home/Property,Conservative,Medium-term,bpi_save_up
30,27903.11,23094.97,5730.92,Employed,2,Urban,3,1,0,Education,Conservative,Medium-term,bpi_save_up
25,11546.94,9003.03,5310.87,Self-employed,1,Rural,3,0,0,Business Capital,Conservative,Medium-term,gcash_gsave
34,31776.9,28837.26,0.0,Freelancer,4,Rural,4,0,0,Home/Property,Moderate,Medium-term,maya_personal_goals
24,33879.51,24906.28,80403.68,Employed,0,Rural,4,1,1,Emergency Fund,Moderate,Short-term,maya_savings
29,49277.85,34316.79,99027.57,Employed,1,Urban,3,1,1,Emergency Fund,Moderate,Short-term,maya_time_deposit
32,36351.96,32262.39,72754.99,Employed,2,Urban,4,0,1,Education,Conservative,Medium-term,maya_personal_goals
24,19209.48,15644.25,12419.38,Employed,0,Rural,4,0,0,Emergency Fund,Aggressive,Medium-term,gcash_gsave
25,69574.2,59913.48,84892.31,Employed,3,Urban,5,1,1,Travel,Moderate,Medium-term,gcash_ginvest
21,5630.69,4468.62,9907.91,Student,0,Urban,4,0,1,Emergency Fund,Moderate,Medium-term,gcash_gsave
24,14366.77,12581.1,7790.04,Employed,1,Urban,5,1,1,Retirement,Conservative,Long-term,bpi_time_deposit
27,21713.87,20391.91,0.0,Self-employed,3,Rural,5,1,1,Emergency Fund,Moderate,Short-term,maya_savings
37,33251.36,27252.57,58075.65,Self-employed,4,Rural,4,1,0,Home/Property,Conservative,Long-term,bpi_save_up
19,8478.53,7403.37,1278.78,Freelancer,1,Urban,2,0,0,Travel,Aggressive,Medium-term,gcash_gsave
18,4249.37,3726.05,825.15,Student,1,Metro Manila,4,1,1,Travel,Conservative,Medium-term,gcash_gsave
46,93154.67,79483.44,12053.22,Self-employed,2,Metro Manila,1,1,1,Business Capital,Conservative,Long-term,bpi_time_deposit
26,11050.1,8658.06,0.0,Employed,0,Urban,4,0,1,Education,Aggressive,Long-term,gcash_ginvest
28,10389.39,10181.6,0.0,Freelancer,3,Urban,5,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
32,17167.02,15194.97,6712.7,Employed,1,Rural,4,1,0,Business Capital,Conservative,Short-term,gcash_gsave
51,6130.88,5256.98,4177.27,Unemployed,0,Urban,4,0,1,Emergency Fund,Conservative,Medium-term,maya_savings
31,9355.93,7458.72,5419.95,Self-employed,0,Urban,3,0,1,General Savings,Aggressive,Short-term,gcash_gsave
46,21138.16,18103.75,29316.44,Self-employed,1,Rural,1,0,0,Education,Moderate,Long-term,maya_personal_goals
34,8305.66,7451.78,0.0,Unemployed,2,Urban,3,0,1,Home/Property,Aggressive,Long-term,gcash_ginvest
34,3880.96,3080.6,865.44,Student,2,Rural,4,0,0,Education,Moderate,Medium-term,maya_personal_goals
51,83208.47,62749.73,138498.71,Self-employed,0,Metro Manila,1,1,0,General Savings,Conservative,Long-term,bpi_time_deposit
46,5726.84,4491.48,6575.01,Student,4,Urban,2,1,1,Home/Property,Conservative,Long-term,bpi_time_deposit
24,6551.83,4561.9,1336.04,Self-employed,0,Rural,3,1,1,Emergency Fund,Aggressive,Long-term,gcash_gsave
21,4012.91,3291.15,12692.21,Student,1,Rural,2,0,0,Travel,Aggressive,Medium-term,gcash_gsave
50,46306.9,36541.0,144279.71,Employed,1,Urban,2,1,1,Education,Aggressive,Medium-term,bpi_save_up
27,10364.6,7666.04,31168.88,Employed,2,Rural,5,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave
29,2512.64,2154.87,837.21,Student,1,Rural,1,0,0,Emergency Fund,Aggressive,Short-term,gcash_gsave
56,72153.67,59737.03,345778.84,Employed,1,Urban,4,1,1,Emergency Fund,Moderate,Medium-term,maya_time_deposit
34,17320.81,15274.6,5473.97,Employed,3,Urban,5,1,1,Home/Property,Moderate,Medium-term,maya_personal_goals
25,26275.78,19412.96,20794.62,Freelancer,0,Rural,4,0,1,Business Capital,Conservative,Medium-term,maya_personal_goals
22,15156.32,11001.45,64054.69,Employed,2,Urban,5,0,1,Home/Property,Moderate,Long-term,maya_personal_goals
24,13104.17,10003.87,11840.26,Employed,0,Rural,3,0,1,General Savings,Moderate,Short-term,maya_savings
36,26362.42,24189.84,5073.23,Self-employed,2,Rural,5,0,1,General Savings,Moderate,Long-term,maya_personal_goals
56,4549.4,3594.25,0.0,Self-employed,2,Rural,3,1,0,General Savings,Conservative,Long-term,bpi_savings
22,1852.83,1394.7,0.0,Student,0,Urban,5,0,1,Education,Moderate,Medium-term,maya_personal_goals
25,28713.07,24277.01,642.06,Employed,2,Urban,3,0,0,Home/Property,Moderate,Long-term,maya_personal_goals
32,9937.79,8159.47,4232.16,Self-employed,4,Rural,5,0,0,Education,Conservative,Medium-term,maya_savings
33,40004.47,29216.56,20338.34,Freelancer,1,Urban,5,1,1,Travel,Conservative,Medium-term,maya_personal_goals
31,12318.79,9427.41,0.0,Employed,2,Urban,5,0,1,Education,Aggressive,Long-term,gcash_ginvest
26,35946.48,26573.83,43780.07,Self-employed,1,Urban,2,0,0,Emergency Fund,Aggressive,Short-term,gcash_ginvest
25,12261.59,9454.35,12186.71,Freelancer,2,Metro Manila,3,1,1,Emergency Fund,Conservative,Medium-term,maya_savings
36,16764.29,10818.15,43443.47,Self-employed,1,Rural,3,0,0,Business Capital,Moderate,Long-term,maya_time_deposit
22,2261.17,1784.56,5388.28,Student,0,Urban,5,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave
25,48540.99,47570.17,6357.08,Employed,4,Rural,1,1,1,Home/Property,Moderate,Medium-term,maya_personal_goals
22,1970.58,1610.04,8388.49,Student,0,Urban,5,0,1,General Savings,Moderate,Short-term,gcash_gsave
31,17639.91,14835.52,22825.53,Employed,2,Rural,3,0,0,Retirement,Aggressive,Long-term,gcash_ginvest
20,1623.61,1305.72,706.26,Student,0,Urban,4,1,1,Travel,Moderate,Medium-term,gcash_gsave
24,5840.79,4379.04,8562.66,Student,0,Rural,4,0,1,Education,Conservative,Long-term,maya_savings
27,21851.25,15531.89,19010.59,Self-employed,2,Rural,4,0,1,Travel,Moderate,Medium-term,maya_personal_goals
24,26236.71,21524.3,11128.29,Employed,0,Metro Manila,4,1,1,Business Capital,Conservative,Medium-term,maya_personal_goals
49,10245.65,7785.79,7055.74,Unemployed,0,Rural,2,0,1,Emergency Fund,Moderate,Short-term,maya_savings
28,29603.64,19879.17,5659.77,Employed,3,Urban,4,1,1,Emergency Fund,Moderate,Medium-term,maya_savings
42,22245.89,20115.89,7214.11,Freelancer,4,Rural,3,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
26,18093.78,15575.72,792.13,Self-employed,0,Rural,4,1,0,Travel,Conservative,Long-term,gcash_gsave
48,34795.33,29656.93,98762.56,Employed,2,Rural,2,1,1,General Savings,Moderate,Short-term,gcash_gsave
21,1062.16,821.67,0.0,Unemployed,1,Rural,3,1,0,Business Capital,Moderate,Medium-term,gcash_gsave
54,34588.27,33125.61,11622.36,Employed,4,Urban,2,1,0,Education,Conservative,Medium-term,bpi_save_up
22,5621.94,5042.55,6740.94,Unemployed,2,Metro Manila,4,0,1,Emergency Fund,Moderate,Long-term,gcash_gsave
40,41068.31,30839.71,86165.0,Employed,4,Urban,3,1,1,Emergency Fund,Moderate,Short-term,maya_time_deposit
50,36362.44,26562.66,22657.49,Employed,0,Urban,3,1,0,Business Capital,Conservative,Short-term,bpi_savings
32,9308.54,7522.26,13254.24,Employed,3,Rural,3,1,0,Education,Moderate,Long-term,bpi_save_up
21,40712.54,33658.78,12203.94,Employed,1,Urban,3,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave
26,10086.3,6484.46,20821.87,Freelancer,1,Rural,3,0,1,General Savings,Aggressive,Medium-term,maya_savings
34,48299.38,33674.66,0.0,Self-employed,1,Urban,4,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
31,24446.69,20867.09,42463.52,Freelancer,1,Urban,3,0,0,Education,Conservative,Short-term,gcash_gsave
28,9820.47,7535.08,423.41,Employed,2,Rural,2,1,1,Emergency Fund,Aggressive,Short-term,maya_savings
52,81403.45,69945.42,10914.98,Self-employed,1,Urban,1,1,0,Business Capital,Conservative,Long-term,bpi_time_deposit
24,13802.7,9236.37,52525.64,Self-employed,0,Rural,1,0,1,Emergency Fund,Aggressive,Medium-term,gcash_ginvest
58,73951.98,65703.97,107107.38,Self-employed,0,Urban,4,1,0,Retirement,Moderate,Medium-term,bpi_time_deposit
31,14522.14,9695.81,57244.25,Self-employed,1,Rural,3,0,0,Home/Property,Aggressive,Medium-term,gcash_ginvest
26,49768.07,43646.26,52741.78,Employed,1,Metro Manila,4,1,1,Emergency Fund,Moderate,Long-term,maya_time_deposit
25,11392.13,7540.76,27577.91,Employed,2,Urban,5,1,1,Home/Property,Aggressive,Long-term,gcash_ginvest
49,2111.14,1808.46,1105.31,Unemployed,1,Rural,1,0,0,Retirement,Conservative,Long-term,gcash_gsave
30,6988.42,6151.59,4446.81,Freelancer,3,Rural,3,1,0,Emergency Fund,Moderate,Short-term,gcash_gsave
33,18615.67,14538.23,4361.31,Self-employed,3,Urban,4,1,0,Travel,Moderate,Short-term,gcash_gsave
31,34816.52,28165.14,20234.75,Employed,3,Urban,5,1,1,Business Capital,Aggressive,Medium-term,gcash_ginvest
33,20325.9,16678.17,0.0,Employed,2,Urban,5,0,1,General Savings,Conservative,Medium-term,maya_savings
40,55062.63,41268.76,71799.97,Employed,1,Urban,4,1,0,Business Capital,Conservative,Medium-term,bpi_time_deposit
26,12217.72,10341.87,2508.32,Employed,1,Rural,4,1,1,Business Capital,Moderate,Long-term,gcash_gsave
60,35027.51,20593.5,20453.03,Employed,0,Rural,4,1,1,General Savings,Conservative,Medium-term,gcash_gsave
21,7410.9,6621.18,8870.76,Student,2,Urban,5,0,1,Education,Moderate,Medium-term,maya_personal_goals
18,6390.65,4605.03,7236.0,Student,0,Urban,5,0,1,Home/Property,Conservative,Short-term,gcash_gsave
48,18154.17,14236.69,4281.29,Self-employed,3,Rural,1,1,0,Retirement,Moderate,Long-term,gcash_ginvest
31,9501.59,6727.22,5017.37,Employed,2,Urban,4,1,0,Retirement,Moderate,Medium-term,bpi_save_up
25,3584.66,3231.64,9263.43,Unemployed,3,Rural,5,0,0,General Savings,Conservative,Medium-term,gcash_gsave
27,32875.6,21220.35,226437.15,Employed,2,Metro Manila,3,1,0,Emergency Fund,Aggressive,Short-term,bpi_savings
30,8339.59,7976.23,6600.26,Freelancer,2,Rural,4,0,0,Education,Moderate,Medium-term,bpi_save_up
33,2114.67,1890.9,0.0,Unemployed,1,Urban,1,0,1,Business Capital,Moderate,Long-term,gcash_ginvest
26,35470.64,29416.52,2213.97,Freelancer,2,Rural,4,0,1,Home/Property,Aggressive,Long-term,gcash_ginvest
22,929.95,592.18,1547.73,Unemployed,0,Urban,5,0,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
35,43664.41,36138.21,50173.85,Self-employed,4,Urban,3,0,1,Emergency Fund,Moderate,Long-term,maya_time_deposit
35,27181.51,25388.44,38674.68,Employed,3,Rural,4,1,0,Home/Property,Moderate,Long-term,bpi_save_up
20,15817.18,12239.9,8755.79,Freelancer,0,Metro Manila,4,1,1,General Savings,Conservative,Short-term,maya_savings
23,26569.86,24507.99,22186.26,Employed,2,Urban,4,0,1,General Savings,Moderate,Medium-term,maya_personal_goals
39,80856.25,57945.93,23912.03,Employed,2,Urban,4,1,0,Retirement,Aggressive,Medium-term,gcash_ginvest
48,25788.58,19353.58,39375.31,Freelancer,4,Urban,3,0,1,Education,Moderate,Medium-term,maya_personal_goals
39,21584.33,16430.56,8571.77,Employed,4,Rural,5,0,1,General Savings,Moderate,Medium-term,maya_personal_goals
33,5118.13,4301.63,13718.06,Student,3,Rural,1,0,0,General Savings,Conservative,Medium-term,bpi_save_up
34,55393.9,38083.59,71753.55,Employed,0,Metro Manila,4,1,1,Retirement,Moderate,Long-term,gcash_ginvest
39,19615.69,16135.82,0.0,Self-employed,1,Rural,2,0,1,Emergency Fund,Moderate,Medium-term,maya_savings
25,2584.74,2287.47,5530.46,Unemployed,3,Urban,4,0,1,Home/Property,Moderate,Medium-term,maya_personal_goals
49,8661.11,7424.2,18045.89,Employed,4,Rural,5,1,0,Emergency Fund,Moderate,Short-term,gcash_gsave
28,13794.05,9668.75,17700.7,Freelancer,1,Urban,2,1,0,Home/Property,Conservative,Medium-term,maya_personal_goals
42,14437.37,12918.68,7926.64,Freelancer,2,Urban,3,1,0,Education,Moderate,Long-term,bpi_save_up
22,23222.98,18029.28,9559.7,Freelancer,0,Urban,5,1,0,Travel,Moderate,Medium-term,maya_personal_goals
54,28562.45,27099.09,460.78,Self-employed,4,Urban,2,0,0,Travel,Conservative,Short-term,maya_savings
24,16709.88,14640.94,14505.16,Employed,0,Urban,4,1,1,Retirement,Conservative,Long-term,gcash_gsave
29,21880.78,17921.43,22615.1,Freelancer,0,Urban,3,0,1,General Savings,Moderate,Short-term,maya_savings
45,12562.41,9950.5,13392.24,Self-employed,3,Rural,2,1,1,Retirement,Conservative,Long-term,bpi_time_deposit
31,59788.28,53527.5,39811.65,Employed,1,Urban,4,0,0,Emergency Fund,Conservative,Short-term,bpi_save_up
54,8899.17,7900.98,0.0,Unemployed,4,Rural,3,0,1,Retirement,Conservative,Long-term,gcash_gsave
30,61758.98,39540.5,158005.35,Employed,0,Urban,4,1,1,Business Capital,Moderate,Long-term,gcash_ginvest
29,22603.4,17761.4,67673.19,Freelancer,0,Rural,5,0,1,General Savings,Conservative,Short-term,gcash_gsave
21,2586.59,2269.2,152.32,Student,0,Rural,4,0,1,Education,Aggressive,Medium-term,maya_savings
26,8188.36,6558.49,7547.3,Unemployed,1,Rural,5,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
39,12959.57,11191.15,5386.82,Freelancer,1,Rural,5,0,0,Travel,Moderate,Short-term,maya_savings
49,12553.33,10872.46,18429.45,Self-employed,2,Rural,1,0,1,Home/Property,Conservative,Medium-term,maya_personal_goals
22,1427.66,1198.72,2543.8,Unemployed,0,Urban,4,0,1,Business Capital,Moderate,Long-term,gcash_ginvest
32,23792.5,20960.13,33869.68,Self-employed,3,Rural,2,0,0,Home/Property,Moderate,Medium-term,bpi_save_up
30,14194.85,10360.94,20845.58,Self-employed,0,Urban,4,0,0,General Savings,Conservative,Medium-term,maya_savings
34,25444.5,20258.18,3076.3,Employed,4,Urban,4,1,1,Home/Property,Conservative,Long-term,maya_personal_goals
25,916.16,740.56,5859.65,Unemployed,2,Urban,4,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
27,20019.54,14925.23,84213.37,Freelancer,0,Rural,4,1,1,General Savings,Moderate,Medium-term,maya_personal_goals
49,3606.25,3142.14,5855.3,Student,0,Urban,3,0,0,Emergency Fund,Conservative,Short-term,gcash_gsave
28,17255.06,15283.98,42414.58,Employed,2,Urban,2,0,1,Education,Conservative,Medium-term,bpi_save_up
51,12232.89,10312.04,8788.75,Unemployed,0,Urban,1,0,0,General Savings,Moderate,Long-term,gcash_gsave
25,30454.73,23237.71,10503.22,Freelancer,1,Rural,2,0,1,Business Capital,Moderate,Medium-term,bpi_save_up
40,52034.04,44307.09,26938.2,Self-employed,1,Metro Manila,3,1,0,Education,Conservative,Medium-term,bpi_save_up
39,52224.1,48729.47,7672.59,Employed,3,Metro Manila,4,1,1,Retirement,Conservative,Medium-term,maya_personal_goals
33,21088.04,16983.88,31033.38,Employed,2,Urban,3,1,1,Travel,Aggressive,Short-term,bpi_save_up
39,16561.92,12804.46,0.0,Employed,0,Rural,4,1,0,Travel,Conservative,Long-term,gcash_gsave
44,16645.76,14752.14,8482.47,Self-employed,3,Rural,3,0,0,General Savings,Conservative,Long-term,maya_savings
33,8796.61,6684.15,5067.79,Employed,2,Rural,3,1,0,General Savings,Moderate,Medium-term,bpi_save_up
25,21272.56,15166.87,27596.23,Employed,0,Rural,5,0,1,Business Capital,Aggressive,Short-term,gcash_ginvest
