age,monthly_income,monthly_expenses,existing_savings,employment_status,num_dependents,location_type,digital_savviness,has_bank_account,has_ewallet,savings_goal,risk_tolerance,investment_horizon,recommended_product,disposable_income,expense_ratio,savings_to_income_ratio,income_per_dependent
42,4328.44,4077.18,0.0,Unemployed,4,Metro Manila,4,0,1,Education,Moderate,Long-term,maya_personal_goals,251.25999999999976,0.9417338039099745,0.0,865.6879999999999
37,9400.58,8713.87,0.0,Employed,3,Rural,3,1,0,Emergency Fund,Conservative,Short-term,gcash_gsave,686.7099999999991,0.926851656849168,0.0,2350.145
42,77153.3,65751.63,13642.09,Employed,3,Metro Manila,3,1,0,Business Capital,Conservative,Long-term,bpi_time_deposit,11401.669999999998,0.8522095333636622,0.17681567974824475,19288.325
26,2115.71,1764.87,7754.65,Unemployed,3,Rural,5,0,0,Education,Moderate,Short-term,gcash_gsave,350.84000000000015,0.8337797808863755,3.6635391716390058,528.9275
31,128622.84,95748.27,53778.04,Self-employed,2,Rural,3,1,1,Home/Property,Moderate,Short-term,maya_time_deposit,32874.56999999999,0.7444053139760095,0.4181032069949086,42874.28
25,22452.9,20100.38,28116.13,Employed,2,Urban,4,1,0,Education,Aggressive,Medium-term,bpi_save_up,2352.5200000000004,0.8951843555017168,1.2521713377186146,7484.3
46,32481.2,27184.54,18558.36,Freelancer,2,Urban,3,0,1,Retirement,Aggressive,Long-term,gcash_ginvest,5296.66,0.8369057514577215,0.5713393797218169,10827.066666666668
49,50597.93,36165.48,23497.92,Employed,2,Urban,3,0,1,Education,Conservative,Medium-term,bpi_save_up,14432.449999999997,0.7147479205587944,0.46439559097395927,16865.976666666666
24,7565.28,5599.48,41482.68,Employed,1,Rural,1,0,1,General Savings,Aggressive,Medium-term,maya_time_deposit,1965.8000000000002,0.7400572011609403,5.482572677722739,3782.64
42,5715.17,3501.91,18840.04,Unemployed,2,Urban,2,0,1,General Savings,Moderate,Long-term,gcash_gsave,2213.26,0.6126322345206667,3.2959201703238357,1905.0566666666666
37,24801.12,18366.12,36974.1,Employed,1,Rural,2,0,1,Retirement,Aggressive,Long-term,gcash_ginvest,6435.0,0.7405060535147802,1.490763692781101,12400.56
29,23625.86,14830.71,7849.34,Employed,0,Urban,5,1,1,General Savings,Moderate,Medium-term,maya_personal_goals,8795.150000000001,0.627705501281169,0.3322210399519869,23625.86
25,62906.53,47423.98,43271.29,Employed,1,Metro Manila,5,1,1,Education,Moderate,Short-term,maya_personal_goals,15482.549999999996,0.7538680981434178,0.6878554920213844,31453.265
27,22275.19,20380.25,6799.12,Employed,1,Metro Manila,3,1,1,General Savings,Moderate,Short-term,gcash_gsave,1894.9399999999987,0.9148893953589012,0.30521916000896027,11137.595
21,28109.97,22876.29,13872.94,Employed,0,Metro Manila,3,1,1,Home/Property,Moderate,Short-term,bpi_save_up,5233.68,0.8137851522021474,0.49350627175085027,28109.97
52,63949.75,55587.04,33059.61,Self-employed,1,Rural,2,0,0,Retirement,Aggressive,Medium-term,gcash_ginvest,8362.71,0.869216389174482,0.5169542186760906,31974.875
24,7043.11,5468.53,0.0,Self-employed,0,Rural,4,1,1,General Savings,Moderate,Long-term,gcash_gsave,1574.58,0.7763266047804478,0.0,7043.11
23,12887.22,10534.26,27948.51,Freelancer,0,Urban,4,1,1,Travel,Conservative,Short-term,gcash_gsave,2352.959999999999,0.8173556938041096,2.1685314186132763,12887.22
25,88840.11,72943.66,130664.21,Employed,3,Urban,5,1,1,General Savings,Moderate,Medium-term,maya_time_deposit,15896.449999999997,0.8210575036714423,1.4707629159518607,22210.0275
45,40941.71,34335.21,60624.49,Freelancer,1,Urban,4,1,0,Home/Property,Conservative,Long-term,bpi_time_deposit,6606.5,0.8386159587384421,1.4807151260871594,20470.855
24,14945.53,11187.68,4017.3,Employed,0,Urban,3,1,0,Travel,Aggressive,Short-term,maya_savings,3757.8500000000004,0.748513534579598,0.2687781043493038,14945.53
21,5751.07,3576.51,7867.68,Student,0,Urban,2,0,1,Education,Moderate,Long-term,bpi_save_up,2174.5599999999995,0.6217778990867636,1.3677997659972845,5751.07
29,11086.13,8012.41,4785.69,Self-employed,2,Rural,5,1,1,Business Capital,Aggressive,Long-term,gcash_ginvest,3073.7199999999993,0.7226766530202136,0.43164371663361034,3695.3766666666666
18,6001.81,4459.9,7893.07,Employed,0,Rural,4,1,1,Emergency Fund,Conservative,Medium-term,gcash_gsave,1541.9100000000008,0.7429687096543118,1.3148958571069214,6001.81
26,50122.04,44762.44,14444.58,Freelancer,3,Urban,5,1,1,General Savings,Moderate,Short-term,gcash_gsave,5359.5999999999985,0.8930511796570998,0.28818244065004833,12530.51
27,10801.27,8718.98,26279.38,Employed,2,Rural,4,0,1,Travel,Conservative,Short-term,gcash_gsave,2082.290000000001,0.8071433133961657,2.4327645948490457,3600.4233333333336
47,166947.04,139753.1,796153.44,Employed,4,Metro Manila,3,1,1,Home/Property,Moderate,Long-term,gcash_ginvest,27193.940000000002,0.8371053652381902,4.768869643513035,33389.408
48,30144.19,24266.81,37209.98,Employed,1,Urban,3,0,0,Education,Conservative,Long-term,bpi_save_up,5877.379999999997,0.8049977459090489,1.2343587816165698,15072.095
60,120842.12,101093.1,91040.05,Freelancer,2,Metro Manila,2,1,0,Retirement,Moderate,Long-term,bpi_time_deposit,19749.01999999999,0.836564795745095,0.7533738784632505,40280.706666666665
22,6774.5,5582.76,3132.93,Freelancer,1,Urban,3,1,0,Emergency Fund,Moderate,Short-term,gcash_gsave,1191.7399999999998,0.8239628071729024,0.4623909674562763,3387.25
23,32145.03,24084.09,2758.96,Employed,0,Urban,5,1,1,Business Capital,Conservative,Medium-term,gcash_gsave,8060.939999999999,0.7492088447624793,0.08582583914716685,32145.03
48,49428.21,44218.51,56926.74,Employed,2,Urban,2,1,0,Emergency Fund,Conservative,Long-term,bpi_time_deposit,5209.699999999997,0.8945825757684576,1.1516821733545812,16476.07
20,5852.95,4897.43,16442.59,Student,0,Urban,3,0,0,Education,Aggressive,Short-term,maya_savings,955.5199999999995,0.8366026358270912,2.808802603370374,5852.95
21,6246.89,5241.47,4343.63,Student,0,Urban,4,0,1,Education,Moderate,Short-term,gcash_gsave,1005.4200000000001,0.8389184188582065,0.6952155047544051,6246.89
56,17542.78,15386.2,20986.25,Employed,2,Rural,3,1,0,General Savings,Moderate,Short-term,bpi_save_up,2156.579999999998,0.8770173816589129,1.1962216808464312,5847.593333333333
59,11694.2,7401.53,70056.95,Employed,0,Rural,1,1,0,Retirement,Conservative,Medium-term,bpi_time_deposit,4292.670000000001,0.6328690402900334,5.990231034954511,11694.2
54,32693.7,27049.21,10639.33,Self-employed,0,Urban,2,0,0,Education,Conservative,Long-term,bpi_time_deposit,5644.490000000002,0.827327059125791,0.3254145167259525,32693.7
23,17605.05,14558.78,0.0,Freelancer,0,Urban,4,1,1,Travel,Conservative,Medium-term,gcash_gsave,3046.2699999999986,0.8269191556311609,0.0,17605.05
27,16575.67,12682.89,79617.48,Freelancer,0,Urban,5,0,0,Emergency Fund,Moderate,Long-term,maya_personal_goals,3892.779999999999,0.7651048129690704,4.80298395274805,16575.67
18,3015.78,2544.06,1714.81,Student,2,Rural,5,0,0,Emergency Fund,Moderate,Medium-term,gcash_gsave,471.72000000000025,0.8433031245234985,0.568423948713529,1005.2600000000001
24,22699.07,19758.48,30011.42,Employed,1,Urban,5,1,1,Travel,Conservative,Short-term,gcash_gsave,2940.59,0.8704149370464497,1.322084909870322,11349.535
35,2071.48,1820.93,0.0,Unemployed,3,Urban,5,0,1,Retirement,Conservative,Long-term,gcash_gsave,250.54999999999995,0.8786236779124528,0.0,517.87
53,46905.92,39159.26,17981.29,Employed,3,Urban,3,1,1,Education,Conservative,Medium-term,bpi_save_up,7746.659999999996,0.8348290614689688,0.38333981425341934,11726.48
21,1865.4,1655.69,551.57,Unemployed,1,Urban,5,0,1,Emergency Fund,Moderate,Medium-term,maya_savings,209.71000000000004,0.8871035147878268,0.29552614659237036,932.7
61,23254.93,21061.11,1236.69,Employed,1,Urban,1,1,0,Retirement,Moderate,Long-term,bpi_time_deposit,2193.8199999999997,0.9056232109401774,0.05317740464475083,11627.465
51,40084.72,32929.15,84504.96,Self-employed,3,Rural,2,0,0,General Savings,Moderate,Short-term,bpi_save_up,7155.57,0.8214683433402219,2.1081063281387986,10021.18
37,12451.37,9490.97,14765.76,Self-employed,1,Rural,4,0,1,General Savings,Conservative,Short-term,maya_savings,2960.4000000000015,0.7621818175977745,1.1857790926546512,6225.685
39,36211.56,30936.43,102483.94,Employed,2,Metro Manila,5,1,1,Emergency Fund,Moderate,Medium-term,maya_time_deposit,5275.129999999997,0.8543011043682083,2.830066142796864,12070.519999999999
33,22971.93,17063.94,10647.29,Freelancer,2,Urban,4,0,1,Home/Property,Conservative,Medium-term,maya_personal_goals,5907.990000000002,0.7427846600324817,0.4634711375518926,7657.31
23,35126.45,27375.9,0.0,Freelancer,1,Urban,3,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave,7750.549999999996,0.7793306943714959,0.0,17563.225
24,2695.21,2087.84,4604.7,Unemployed,0,Urban,5,0,1,Travel,Moderate,Short-term,maya_savings,607.3699999999999,0.7743610475445163,1.7078417482317771,2695.21
39,31047.75,28716.71,8664.65,Self-employed,2,Rural,4,1,1,General Savings,Conservative,Medium-term,bpi_save_up,2331.040000000001,0.9248910181569306,0.27906598494303314,10349.25
39,30806.6,24391.73,37029.62,Employed,3,Urban,4,1,1,Travel,Moderate,Short-term,maya_personal_goals,6414.869999999999,0.7917439203313469,1.2019638011399787,7701.65
20,18509.17,14498.48,4288.75,Employed,0,Urban,5,0,1,Education,Moderate,Medium-term,maya_personal_goals,4010.6899999999987,0.7832710342476595,0.23169695362063128,18509.17
54,4442.84,3808.79,9203.23,Unemployed,3,Urban,3,1,0,Business Capital,Moderate,Medium-term,bpi_save_up,634.0500000000002,0.8570943148268164,2.0710084071433714,1110.71
27,20260.53,14721.54,57115.25,Self-employed,2,Rural,1,1,0,Emergency Fund,Conservative,Short-term,bpi_savings,5538.989999999998,0.7265759298532738,2.818901139252564,6753.509999999999
24,8791.58,6240.04,0.0,Freelancer,0,Rural,3,0,0,Emergency Fund,Conservative,Short-term,gcash_gsave,2551.54,0.7096938555008883,0.0,8791.58
25,53741.52,45082.15,0.0,Employed,0,Urban,5,1,0,General Savings,Aggressive,Short-term,bpi_save_up,8659.369999999995,0.8388544117395315,0.0,53741.52
21,3194.69,2736.78,747.05,Student,0,Urban,3,0,1,General Savings,Conservative,Long-term,gcash_gsave,457.90999999999985,0.8563972099922083,0.23376798124974574,3194.69
55,1010.51,704.67,0.0,Unemployed,1,Urban,3,0,0,Retirement,Conservative,Short-term,maya_savings,305.84000000000003,0.6966515407657857,0.0,505.255
40,96058.4,69718.99,384564.58,Employed,1,Rural,3,0,1,Retirement,Moderate,Long-term,gcash_ginvest,26339.40999999999,0.7257903963589197,4.003403935481588,48029.2
42,30352.11,27525.84,21960.51,Employed,2,Urban,5,1,1,Education,Aggressive,Short-term,gcash_ginvest,2826.2700000000004,0.9068540258312904,0.7235011502939895,10117.37
45,74235.55,61464.15,225195.67,Employed,2,Urban,3,0,0,Business Capital,Conservative,Medium-term,maya_time_deposit,12771.400000000001,0.8279499788177117,3.0334878169850295,24745.183333333334
26,51106.77,37302.63,19196.21,Freelancer,0,Urban,4,1,0,Travel,Moderate,Short-term,bpi_save_up,13804.14,0.7298817772718317,0.3756025747161342,51106.77
25,30078.21,20721.77,17129.14,Employed,2,Rural,3,1,0,Travel,Conservative,Short-term,gcash_gsave,9356.439999999999,0.6889067232816287,0.569467748654303,10026.07
22,17435.31,12666.67,55615.86,Employed,1,Urban,2,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave,4768.640000000001,0.7264535902378427,3.1896576741294456,8717.655
44,41259.97,32145.43,95269.68,Employed,3,Urban,4,1,1,Home/Property,Conservative,Long-term,gcash_ginvest,9114.54,0.7790759645253129,2.3089539581837264,10314.9925
43,8789.59,8613.8,6689.96,Self-employed,4,Rural,1,0,0,Home/Property,Moderate,Short-term,maya_personal_goals,175.79000000000087,0.9798887219174138,0.7610365174578726,1757.9180000000001
33,66450.93,52604.37,57142.25,Self-employed,0,Rural,4,1,1,Education,Moderate,Medium-term,gcash_ginvest,13846.55999999999,0.7916153827285379,0.8599035423049414,66450.93
25,12247.12,9926.45,0.0,Employed,1,Rural,4,1,1,General Savings,Moderate,Short-term,maya_personal_goals,2320.67,0.810446827758056,0.0,6123.56
28,1836.4,1637.73,4449.1,Unemployed,2,Rural,5,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave,198.67000000000007,0.8913301404158049,2.4214106890170894,612.1333333333333
59,4286.34,3754.61,608.62,Unemployed,2,Urban,2,0,0,General Savings,Conservative,Medium-term,gcash_gsave,531.73,0.8757434679778138,0.14195748412768755,1428.78
33,33169.41,30500.83,0.0,Employed,2,Metro Manila,4,1,1,Home/Property,Conservative,Long-term,bpi_save_up,2668.5800000000017,0.9195192341608077,0.0,11056.470000000001
29,10114.06,8281.09,12262.35,Freelancer,2,Rural,4,0,0,General Savings,Moderate,Long-term,gcash_gsave,1832.9699999999993,0.8186891624963174,1.212286432309843,3371.353333333333
58,77069.8,68451.05,10871.49,Self-employed,2,Urban,1,0,0,Home/Property,Moderate,Medium-term,maya_personal_goals,8618.75,0.8881580313166595,0.14105848129252582,25689.933333333334
56,36185.37,29047.61,17480.86,Employed,0,Rural,3,0,0,Retirement,Aggressive,Long-term,gcash_ginvest,7137.760000000002,0.8027224062540674,0.4830785735070967,36185.37
38,28633.62,24183.8,98529.42,Employed,3,Rural,3,1,0,Education,Moderate,Medium-term,bpi_save_up,4449.82,0.8445650754226877,3.440919418522055,7158.405
46,25613.97,20939.04,17010.35,Self-employed,3,Urban,2,1,0,Home/Property,Conservative,Medium-term,bpi_save_up,4674.93,0.8174532314502028,0.6640784666154205,6403.4925
60,61170.64,40430.6,15424.81,Self-employed,4,Urban,2,0,0,Retirement,Aggressive,Medium-term,gcash_ginvest,20740.04,0.6609369962943612,0.252156227951384,12234.128
29,14864.26,12942.6,10605.25,Employed,2,Rural,2,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave,1921.6599999999999,0.8706608562514211,0.7134251267720847,4954.753333333333
23,5756.2,4615.52,11564.39,Student,0,Rural,5,0,1,Emergency Fund,Conservative,Medium-term,maya_savings,1140.6799999999994,0.8016952685333149,2.008683040366845,5756.2
24,20350.83,16838.34,4566.1,Employed,0,Urban,4,1,1,General Savings,Aggressive,Short-term,gcash_gsave,3512.4900000000016,0.8273624534009963,0.22435820267759704,20350.83
21,7120.4,5796.16,20241.45,Student,1,Urban,3,0,0,General Savings,Conservative,Long-term,gcash_gsave,1324.2399999999998,0.8139073777627994,2.842341393546213,3560.2
20,19908.87,16824.93,8528.89,Self-employed,2,Metro Manila,4,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave,3083.9399999999987,0.8450547391821243,0.42837497181046386,6636.29
34,36274.49,26501.41,69902.34,Employed,2,Metro Manila,4,1,1,Education,Conservative,Short-term,gcash_gsave,9773.079999999998,0.7305596699038387,1.9269854108104398,12091.496666666666
46,71048.93,64232.83,12474.26,Employed,3,Urban,4,1,1,Retirement,Moderate,Long-term,gcash_ginvest,6816.099999999991,0.9040519814727476,0.17557033483354595,17762.2325
47,157365.71,125811.1,106101.36,Self-employed,0,Urban,1,1,1,Education,Aggressive,Medium-term,gcash_ginvest,31554.609999999986,0.7994772210717248,0.6742300198053325,157365.71
37,49731.3,40869.41,44490.42,Freelancer,3,Rural,1,1,0,Home/Property,Aggressive,Long-term,gcash_ginvest,8861.89,0.8217880532370311,0.894598078110202,12432.825
22,4070.02,3179.5,1930.45,Student,1,Rural,5,0,1,Education,Conservative,Short-term,gcash_gsave,890.52,0.7810081994193101,0.47419319973864044,2035.01
21,3524.44,2712.61,1953.99,Student,1,Rural,3,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave,811.8299999999999,0.7694387083598075,0.5542542207497504,1762.22
22,2987.98,2345.0,2615.43,Student,0,Urban,3,0,0,Emergency Fund,Moderate,Short-term,maya_savings,642.98,0.7845485750991977,0.875024255766181,2987.98
43,5432.89,5000.49,3050.39,Unemployed,3,Urban,2,0,1,Education,Moderate,Short-term,gcash_gsave,432.40000000000055,0.9202413004311827,0.5613639584165303,1358.2225
47,12191.0,10205.47,5171.16,Self-employed,2,Rural,3,1,1,Education,Conservative,Short-term,gcash_gsave,1985.5300000000007,0.8370628280839895,0.42414370078740155,4063.6666666666665
23,23229.01,17791.78,6047.02,Employed,1,Urban,5,1,1,Business Capital,Moderate,Long-term,maya_personal_goals,5437.23,0.7658963556193045,0.26031069293556053,11614.505
24,29337.75,21767.31,27066.28,Self-employed,0,Metro Manila,4,0,1,Home/Property,Moderate,Medium-term,maya_personal_goals,7570.439999999999,0.7419303821737464,0.9225437348216948,29337.75
24,7221.69,5978.85,6197.02,Employed,0,Urban,2,1,0,Emergency Fund,Aggressive,Medium-term,bpi_savings,1242.8399999999992,0.8277871540935581,0.857993351507541,7221.69
23,1624.57,1415.07,0.0,Unemployed,0,Rural,4,0,1,Retirement,Aggressive,Long-term,gcash_ginvest,209.5,0.8705069606353464,0.0,1624.57
24,15442.1,10804.03,4805.93,Self-employed,0,Rural,3,0,0,Emergency Fund,Conservative,Medium-term,maya_savings,4638.07,0.6996024114329377,0.31120241402309123,15442.1
55,40278.37,28131.14,144414.3,Employed,2,Metro Manila,3,1,0,Home/Property,Moderate,Medium-term,maya_time_deposit,12147.230000000003,0.6984006949463211,3.585316751478486,13426.123333333335
29,22425.94,16320.37,22477.28,Employed,0,Rural,4,0,1,General Savings,Conservative,Short-term,maya_savings,6105.569999999998,0.7277127419077235,1.0022446218699474,22425.94
27,14059.87,12923.54,6980.84,Employed,2,Urban,5,1,1,Retirement,Conservative,Medium-term,bpi_time_deposit,1136.33,0.919113824393512,0.49647283560690053,4686.623333333334
43,6173.97,6033.33,0.0,Student,5,Metro Manila,4,1,1,Education,Moderate,Medium-term,maya_personal_goals,140.64000000000033,0.9770622367396117,0.0,1028.9950000000001
27,31458.3,26756.24,7978.59,Employed,4,Rural,4,0,1,Education,Aggressive,Medium-term,gcash_ginvest,4702.059999999998,0.8505033487712697,0.2536162597387736,6291.66
59,19807.92,17399.12,1109.02,Self-employed,0,Rural,2,0,0,Retirement,Aggressive,Long-term,gcash_ginvest,2408.7999999999993,0.8783477342530537,0.05598588918527613,19807.92
24,2067.12,1700.22,0.0,Unemployed,1,Rural,3,0,1,Emergency Fund,Moderate,Medium-term,gcash_gsave,366.89999999999986,0.8221089685318067,0.0,1033.56
56,25109.52,16841.29,0.0,Employed,1,Urban,3,1,0,Retirement,Moderate,Long-term,bpi_time_deposit,8268.23,0.6706866285524952,0.0,12554.76
25,16726.7,12011.56,69263.96,Self-employed,3,Rural,3,0,0,Business Capital,Moderate,Medium-term,maya_time_deposit,4715.140000000001,0.7180640494509107,4.140674450163502,4181.675
36,4281.55,3487.85,14786.45,Self-employed,4,Rural,4,0,0,General Savings,Moderate,Medium-term,gcash_gsave,793.7000000000003,0.8144329896907216,3.452720925616747,856.3100000000001
25,29831.62,22947.97,27614.31,Self-employed,0,Rural,3,0,1,General Savings,Aggressive,Long-term,gcash_ginvest,6883.649999999998,0.7692240909447444,0.9256414622651313,29831.62
34,67907.9,53520.92,20828.96,Employed,1,Urban,3,1,1,Education,Moderate,Short-term,maya_personal_goals,14386.979999999996,0.7881282129441061,0.30671914874191747,33953.95
33,11008.69,8103.8,7613.15,Employed,1,Rural,4,0,0,Home/Property,Moderate,Short-term,gcash_gsave,2904.8900000000003,0.7360606883572561,0.6914954008695975,5504.345
23,5980.19,3695.32,0.0,Self-employed,1,Rural,4,1,0,General Savings,Conservative,Medium-term,bpi_save_up,2284.8699999999994,0.6178235434754623,0.0,2990.095
25,8726.38,7030.95,9776.69,Student,1,Metro Manila,4,1,1,Emergency Fund,Conservative,Short-term,maya_savings,1695.4299999999994,0.8056197850901416,1.1202319596488295,4363.19
46,54850.19,53397.54,0.0,Employed,3,Rural,3,0,1,Business Capital,Moderate,Short-term,gcash_gsave,1452.6500000000015,0.9734982960260297,0.0,13712.5475
24,19229.82,15356.16,25918.18,Employed,0,Urban,4,1,0,Emergency Fund,Conservative,Short-term,bpi_savings,3873.66,0.7985182119119205,1.347741801961643,19229.82
26,14872.7,14268.81,1285.55,Employed,4,Urban,5,0,1,Business Capital,Conservative,Medium-term,gcash_gsave,603.8900000000012,0.9593315718348494,0.08643108305263653,2974.54
27,3378.55,3091.34,0.0,Student,3,Rural,1,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave,287.21000000000004,0.9147194153067716,0.0,844.6375
24,14639.26,11346.76,0.0,Employed,0,Metro Manila,3,0,1,Education,Moderate,Medium-term,maya_personal_goals,3292.5,0.7750381482296079,0.0,14639.26
26,3936.63,3636.71,6013.1,Student,2,Urban,2,0,1,Emergency Fund,Conservative,Short-term,maya_savings,299.9200000000001,0.9235783961418417,1.527086089856081,1312.21
23,11273.99,9767.58,5850.29,Employed,1,Rural,4,0,0,Emergency Fund,Conservative,Medium-term,gcash_gsave,1506.4099999999999,0.8663049812017571,0.5188731874706762,5636.995
26,1569.04,1413.47,0.0,Unemployed,3,Urban,3,0,1,General Savings,Aggressive,Medium-term,gcash_gsave,155.56999999999994,0.9002764260783165,0.0,392.26
44,18250.33,15363.26,0.0,Self-employed,0,Urban,2,1,1,Emergency Fund,Aggressive,Medium-term,maya_savings,2887.0700000000015,0.841761120970362,0.0,18250.33
45,24337.21,17514.99,14314.92,Self-employed,2,Rural,3,1,1,General Savings,Conservative,Long-term,bpi_save_up,6822.2199999999975,0.7196498838657405,0.5881665085476705,8112.403333333333
23,21435.08,15587.02,12557.5,Employed,0,Urban,4,0,1,Business Capital,Conservative,Short-term,gcash_gsave,5848.060000000001,0.727139476993928,0.5858113983526838,21435.08
25,9361.96,7948.52,0.0,Freelancer,1,Urban,4,0,1,Business Capital,Moderate,Medium-term,gcash_gsave,1413.4399999999987,0.8489323889026549,0.0,4680.98
48,46939.01,33117.06,62216.39,Employed,1,Urban,3,1,0,Business Capital,Aggressive,Long-term,gcash_ginvest,13821.950000000004,0.7055188100726864,1.325444753846452,23469.505
55,27263.28,19010.14,8065.52,Employed,1,Urban,5,0,1,Business Capital,Aggressive,Short-term,gcash_gsave,8253.14,0.6972544296053298,0.2958273609279248,13631.64
21,3762.98,2669.17,1060.89,Student,0,Rural,5,0,1,Emergency Fund,Conservative,Medium-term,maya_savings,1093.81,0.7091350113443748,0.2818532510799739,3762.98
27,4201.02,3475.68,2237.59,Unemployed,1,Rural,3,0,1,Business Capital,Moderate,Medium-term,gcash_gsave,725.3400000000006,0.8271450397665884,0.5325034150242026,2100.51
25,15868.21,13132.33,22938.07,Freelancer,2,Urban,5,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave,2735.879999999999,0.8275352081168502,1.4454449843438961,5289.403333333333
18,3568.53,3088.47,0.0,Student,0,Rural,4,0,0,Emergency Fund,Conservative,Long-term,maya_savings,480.0600000000004,0.865231557095752,0.0,3568.53
20,2533.48,1799.9,131.45,Student,1,Urban,2,0,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave,733.5799999999999,0.7101653988194817,0.05186468230169502,1266.74
22,37314.88,28394.7,158452.87,Employed,2,Urban,2,1,1,General Savings,Aggressive,Medium-term,gcash_ginvest,8920.179999999997,0.7609280552944216,4.246258429387168,12438.293333333333
59,1424.67,1096.91,9688.11,Unemployed,2,Rural,3,0,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave,327.76,0.7693996506905525,6.7954786170712715,474.89000000000004
33,18535.73,13893.19,4554.24,Freelancer,3,Rural,4,0,0,Education,Conservative,Short-term,maya_savings,4642.539999999999,0.7494951914388353,0.2456873461500491,4633.9325
59,23589.43,17693.44,53647.95,Freelancer,0,Urban,3,1,0,Travel,Conservative,Long-term,bpi_time_deposit,5895.990000000002,0.7500261758687738,2.2741404035449966,23589.43
41,27365.01,21470.64,16040.47,Employed,4,Metro Manila,3,1,1,Retirement,Moderate,Long-term,gcash_ginvest,5894.369999999999,0.7845732717338041,0.5861457333385466,5473.0019999999995
26,6784.6,5350.68,4587.2,Unemployed,0,Urban,5,1,1,Emergency Fund,Moderate,Long-term,gcash_gsave,1433.92,0.788534543739684,0.6760198066493751,6784.6
23,2832.07,1945.61,13747.08,Student,0,Urban,5,0,1,Education,Moderate,Medium-term,maya_time_deposit,886.4600000000003,0.6867497096788995,4.852361572428496,2832.07
27,7361.78,5817.2,3778.94,Self-employed,1,Urban,5,0,1,Education,Moderate,Medium-term,maya_personal_goals,1544.58,0.7900820070679825,0.5132490716821636,3680.89
20,621.31,519.17,0.0,Student,0,Rural,2,0,0,Travel,Moderate,Medium-term,maya_savings,102.13999999999999,0.8342626665166878,0.0,621.31
24,15818.04,12921.68,19698.64,Employed,0,Metro Manila,4,1,1,Travel,Conservative,Short-term,gcash_gsave,2896.3600000000006,0.8168434999848284,1.2452487635153586,15818.04
64,51874.01,48319.61,1511.77,Self-employed,2,Rural,3,0,0,Business Capital,Moderate,Long-term,maya_time_deposit,3554.4000000000015,0.9314621818868083,0.029142548599026773,17291.336666666666
29,51575.94,36353.93,179927.53,Employed,1,Urban,3,1,1,General Savings,Moderate,Long-term,gcash_ginvest,15222.010000000002,0.704848523390492,3.488526655516981,25787.97
32,19199.55,16127.35,15332.94,Employed,3,Urban,3,1,0,Emergency Fund,Aggressive,Short-term,gcash_gsave,3072.199999999999,0.839942084992357,0.7985677493613464,4799.8875
24,15963.16,12312.06,17808.7,Employed,0,Urban,3,0,1,Emergency Fund,Moderate,Short-term,maya_savings,3651.1000000000004,0.7712313081302117,1.115542565346376,15963.16
37,22720.73,18347.75,71062.39,Self-employed,1,Urban,5,1,0,Business Capital,Aggressive,Long-term,bpi_time_deposit,4372.98,0.8074979325958015,3.127507896625829,11360.365
23,4541.62,3104.8,18050.52,Self-employed,0,Rural,4,0,1,Travel,Aggressive,Short-term,gcash_gsave,1436.8199999999997,0.6834822195120878,3.9735923321783466,4541.62
54,30490.17,23353.86,84475.3,Employed,3,Metro Manila,2,1,1,General Savings,Conservative,Short-term,bpi_savings,7136.309999999998,0.7659220685857578,2.7704840450530437,7622.5425
32,39635.78,34945.8,10211.71,Freelancer,1,Urban,4,1,1,Travel,Conservative,Medium-term,maya_savings,4689.979999999996,0.8816508303651307,0.2576321790014224,19817.89
35,30521.95,25997.43,26873.88,Self-employed,3,Rural,4,1,0,General Savings,Moderate,Medium-term,bpi_save_up,4524.52,0.8517338592763806,0.8804483183964853,7630.4875
19,15045.26,8971.59,27977.63,Employed,0,Rural,3,0,1,Emergency Fund,Aggressive,Medium-term,gcash_ginvest,6073.67,0.5962671122258953,1.8594408178510806,15045.26
47,19748.65,15577.41,30681.19,Employed,2,Urban,5,1,1,Home/Property,Conservative,Short-term,maya_personal_goals,4171.240000000002,0.7887435979878124,1.5535055051608508,6582.883333333334
26,5784.02,5103.06,0.0,Student,1,Urban,5,0,1,General Savings,Aggressive,Short-term,maya_savings,680.96,0.8821162243172884,0.0,2892.01
26,3764.98,3413.6,0.0,Freelancer,1,Rural,4,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave,351.3800000000001,0.9064307298498664,0.0,1882.49
20,4000.75,3215.4,0.0,Student,0,Rural,4,0,1,Education,Moderate,Long-term,maya_savings,785.3499999999999,0.8034984694196289,0.0,4000.75
23,1936.95,1270.62,8751.48,Unemployed,0,Rural,4,0,0,Travel,Aggressive,Short-term,gcash_gsave,666.3300000000002,0.6556515905983126,4.515844062024303,1936.95
